date,milk,eggs,poultry,beef
2025-05-01,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-02,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-03,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-04,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-05,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-06,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-07,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-08,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-09,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-10,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-11,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-12,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-13,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-14,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-15,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-16,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-17,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-18,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-19,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-20,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-21,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-22,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-23,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-24,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-25,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-26,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-27,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-28,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-29,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-30,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-05-31,4359.435483870968,91953.8870967742,3922.0483870967746,0.8709677419354839
2025-06-01,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-02,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-03,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-04,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-05,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-06,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-07,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-08,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-09,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-10,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-11,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-12,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-13,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-14,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-15,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-16,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-17,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-18,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-19,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-20,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-21,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-22,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-23,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-24,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-25,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-26,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-27,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-28,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-29,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-06-30,4504.75,95019.01666666666,4052.7833333333338,225.31666666666666
2025-07-01,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-02,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-03,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-04,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-05,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-06,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-07,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-08,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-09,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-10,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-11,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-12,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-13,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-14,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-15,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-16,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-17,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-18,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-19,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-20,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-21,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-22,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-23,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-24,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-25,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-26,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-27,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-28,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-29,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-30,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-07-31,4433.451612903226,95109.91935483873,2456.9193548387098,252.09677419354836
2025-08-01,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-02,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-03,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-04,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-05,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-06,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-07,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-08,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-09,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-10,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-11,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-12,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-13,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-14,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-15,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-16,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-17,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-18,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-19,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-20,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-21,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
2025-08-22,4394.032258064516,90186.95161290323,2575.4032258064517,215.8709677419355
